pred_class	pred_prob	raw_input	attribution_scores
1	0.09	[CLS] apparently , you correctly answered your own question : the watch window gets the value of a variable by calling its ` to ##st ##ring ` method . so , what ' s your * actual * question ? [SEP]	0.00 0.71 -0.02 -0.18 0.33 -0.01 0.01 0.01 -0.25 -0.17 -0.04 0.06 -0.06 0.10 -0.02 -0.09 -0.01 -0.07 0.19 -0.05 0.06 -0.11 0.05 0.00 -0.03 -0.06 0.01 -0.06 0.06 -0.03 0.10 -0.10 -0.05 -0.05 0.07 0.17 -0.26 0.09 -0.17 -0.01 0.00
1	0.10	[CLS] & # 82 ##20 ; @ stamp _ denise : @ djs ##ir _ fresh ##ley it ' s almost been 10 y ##rs . you haven ' t had one g ##f since , u just been fc ##k ##n ho ##es huh . & # 82 ##21 ; http : / / t . co / 9 ##b ##gr ##27 ##66 ##k ##8 [SEP]	0.00 -0.01 -0.16 -0.05 -0.02 0.08 -0.14 -0.05 -0.05 -0.13 -0.07 -0.19 0.01 -0.02 -0.05 -0.04 -0.04 -0.22 -0.03 -0.06 0.25 -0.17 -0.17 0.05 0.01 0.13 -0.25 0.07 -0.11 -0.12 0.27 -0.00 0.16 -0.09 -0.01 0.00 -0.22 0.07 -0.04 -0.01 0.08 0.03 -0.13 0.03 0.45 0.34 -0.00 -0.08 -0.08 -0.04 0.04 -0.10 -0.00 -0.08 -0.13 -0.06 0.03 -0.06 -0.10 -0.09 -0.02 -0.01 -0.02 0.02 0.07 -0.11 0.00
1	0.26	[CLS] when the lights shut off and it ' s my turn to settle down , my main concern . . . [SEP]	0.00 -0.09 -0.19 0.35 -0.30 0.07 -0.09 -0.06 -0.03 0.03 0.28 -0.23 -0.31 -0.48 0.18 -0.12 0.16 0.14 0.11 0.20 0.21 -0.26 0.00
1	0.07	[CLS] thanks for the pointer , but now i am not sure to understand your problem . could you add a drawing ? [SEP]	0.00 -0.06 -0.08 -0.20 0.60 0.06 -0.05 -0.05 0.21 0.06 0.08 0.10 -0.02 -0.01 0.35 -0.59 0.10 -0.01 0.07 -0.06 -0.02 -0.14 -0.05 0.00
1	0.00	[CLS] candi ##d and comfortable ; a film that def ##tly balance ##s action and reflection as it lets you grasp and feel the passion others have for their work . [SEP]	0.00 -0.40 0.59 -0.03 -0.21 0.08 -0.13 0.02 0.02 0.05 -0.06 0.05 -0.04 0.02 -0.09 -0.05 -0.14 -0.15 0.00 -0.13 -0.15 -0.17 -0.12 0.06 -0.17 -0.08 0.06 0.07 0.15 0.19 -0.41 0.00
1	0.00	[CLS] nothing makes me happier than managing my depression well . [SEP]	0.00 -0.08 -0.69 -0.46 -0.29 -0.16 -0.01 0.13 0.08 0.11 -0.40 0.00
1	0.01	[CLS] hey sai - i ' m having trouble pic ##turing it my head . any chance you have a design or a sketch for it ? [SEP]	0.00 0.13 -0.20 0.19 -0.06 -0.00 -0.26 -0.09 -0.20 -0.13 -0.09 -0.18 -0.10 -0.07 -0.12 -0.13 -0.22 -0.07 -0.13 -0.20 -0.10 -0.04 -0.03 -0.06 0.48 0.56 -0.11 0.00
1	0.00	[CLS] & # 82 ##20 ; @ tre ##mel ##vin : ho ##es be like " om ##g i love my new comb & # 100 ##8 ##4 ; & # 650 ##39 ; " http : / / t . co / nu ##y ##ju ##x ##1 ##sk ##3 & # 82 ##21 ; thought this was per ##ro [SEP]	0.00 0.14 -0.35 -0.04 -0.16 0.10 -0.01 -0.01 0.03 0.02 -0.04 -0.06 0.01 -0.03 -0.04 -0.04 -0.04 0.09 -0.01 -0.05 -0.04 0.01 0.20 -0.04 -0.07 -0.09 -0.07 -0.04 -0.03 -0.07 -0.04 -0.04 -0.07 -0.02 0.00 0.01 -0.02 0.08 0.02 0.03 0.03 0.11 0.06 0.05 -0.00 0.04 0.03 -0.01 0.02 -0.06 0.02 -0.05 -0.05 -0.05 -0.09 -0.02 0.17 0.38 0.15 -0.69 0.00
1	0.05	[CLS] does little more than play an inn ##oc ##uous game of fill - in - the - blank ##s with a tragic past . [SEP]	0.00 0.15 -0.03 0.00 -0.03 -0.05 -0.04 0.04 -0.04 -0.07 0.05 -0.03 -0.05 -0.01 0.03 0.01 -0.01 0.01 0.04 0.02 -0.02 -0.08 0.97 -0.07 0.03 0.00
0	1.00	[CLS] how come quiet well behaved cats and dogs have to ride on a plane in a tiny bag while screaming small humans roam free ? # outrage # team ##pet [SEP]	0.00 -0.15 -0.22 -0.15 -0.05 0.03 0.12 0.06 0.05 -0.03 -0.07 -0.11 -0.01 -0.14 -0.09 -0.17 -0.23 0.08 0.00 -0.01 0.17 0.04 0.11 0.05 -0.04 -0.08 -0.16 0.55 -0.05 0.47 -0.38 0.00
0	0.64	[CLS] @ thomas ##ew ##ood ##s i would like to hear a podcast of you going off ref ##uting her entire article . extra ind ##ign ##ation please . [SEP]	0.00 0.15 -0.09 -0.01 0.05 -0.02 -0.04 -0.03 -0.03 -0.05 -0.15 0.03 -0.13 -0.01 0.13 -0.25 -0.14 0.32 0.69 -0.17 -0.10 -0.09 0.10 -0.04 0.07 0.30 -0.26 0.15 0.01 0.00
0	0.90	[CLS] not only has my flight been delayed numerous times , we have not been provided with a snack cart # horrific [SEP]	0.00 0.01 0.02 -0.03 0.03 0.08 0.03 -0.07 -0.00 0.02 0.10 0.02 0.01 0.03 0.00 -0.02 -0.02 0.00 0.08 -0.05 0.17 0.97 0.00
0	0.89	[CLS] kid at camp said my inner thigh looked like a sl ##ink ##y buddy those are stretch marks ! ! ! ! # summer ##camp # offended [SEP]	0.00 -0.01 -0.01 -0.01 0.01 -0.01 -0.02 0.00 -0.02 -0.02 -0.02 -0.01 -0.01 0.00 -0.09 0.02 -0.01 0.02 0.01 -0.01 -0.01 -0.01 -0.01 -0.07 -0.04 0.01 -0.08 0.99 0.00
1	0.00	[CLS] i just watched the video that i took at troy ##e ' s concert last year during happy little pill and now im crying i miss him @ troy ##es ##iva ##n [SEP]	0.00 -0.39 -0.37 0.03 0.09 -0.08 0.16 0.05 -0.02 -0.04 -0.08 0.01 -0.09 -0.14 -0.18 -0.00 -0.14 -0.13 -0.23 0.01 0.11 -0.09 0.06 -0.06 -0.14 0.02 -0.39 -0.11 -0.06 -0.10 0.52 -0.05 -0.10 0.00
0	1.00	[CLS] had frustration dream that left me utterly f * * king furious . plus side : so angry couldn ' t sleep , wrote 1500 words . minus side : still raging ! [SEP]	0.00 -0.22 0.03 -0.03 0.07 -0.15 -0.02 -0.01 -0.07 -0.01 -0.02 0.03 0.12 -0.10 -0.08 0.01 -0.17 -0.12 0.29 0.00 -0.26 -0.12 0.14 0.11 0.11 -0.05 -0.07 -0.10 0.02 -0.03 -0.03 0.25 0.74 0.00 0.00
1	0.00	[CLS] let me no longer lang ##uis ##h in # pain , but look forward with # joy to all i have been gifted to achieve in my life . ' ~ # el ##ees ##ha # quote [SEP]	0.00 -0.16 -0.74 -0.08 -0.02 -0.20 0.00 -0.16 -0.04 -0.11 0.22 -0.02 0.03 -0.08 -0.04 -0.15 0.01 -0.23 -0.06 -0.25 -0.04 -0.02 0.03 -0.05 -0.10 -0.07 -0.09 -0.00 -0.04 0.12 -0.02 -0.09 -0.08 -0.01 0.02 -0.02 0.03 -0.30 0.00
1	0.05	[CLS] despite its title , punch - drunk love is never heavy - handed . [SEP]	0.00 -0.24 -0.11 0.15 -0.27 -0.02 -0.18 0.34 -0.18 -0.18 0.18 0.07 -0.00 0.71 -0.27 0.00
0	1.00	[CLS] chick fi ##l a wasn ' t about anti gay . it was about the first am ##men ##dm ##ent . if you didn ' t get that then you have no right to bitch about rights . [SEP]	0.00 -0.06 -0.14 -0.08 0.05 -0.01 0.07 -0.05 -0.01 0.11 0.11 0.00 -0.01 -0.06 -0.14 -0.03 -0.01 -0.06 -0.01 0.00 0.10 -0.13 -0.05 -0.02 -0.00 -0.08 -0.07 -0.05 -0.02 0.01 -0.01 0.04 0.03 -0.12 -0.16 0.89 -0.04 0.13 0.05 0.00
0	0.99	[CLS] rt @ jim _ mcc ##los ##key : why does hawke ##ye have to be in the avengers ? he ' s such a pussy [SEP]	0.00 -0.07 0.05 0.06 0.04 -0.02 0.01 -0.03 0.02 -0.14 -0.13 0.18 -0.14 -0.09 -0.04 -0.01 0.00 0.01 -0.90 -0.13 -0.01 -0.02 -0.08 -0.13 -0.17 0.12 0.00
0	0.95	[CLS] @ delta . are you kidding ? delayed from 7 : 30 ##pm to 11 : 00 - only to cancel it because the pilot is overtime . [SEP]	0.00 0.00 0.06 0.06 -0.11 -0.19 0.78 -0.07 0.34 0.07 0.04 0.02 0.00 0.01 0.02 -0.04 -0.00 -0.07 0.02 0.24 -0.02 -0.05 -0.05 -0.03 0.00 -0.09 0.07 0.36 -0.03 0.00
0	0.80	[CLS] @ cnn @ new ##day if # trump # white ##house aren ' t held accountable for their actions , what precedent is being set for future pre ##side ##ncies . # nightmare [SEP]	0.00 0.04 0.54 0.03 0.03 0.11 0.16 -0.05 -0.20 0.02 0.01 0.03 -0.05 -0.01 0.02 0.04 0.46 -0.00 0.00 -0.14 0.09 0.03 0.34 0.02 -0.07 0.06 0.00 -0.15 -0.16 0.05 0.06 0.27 -0.01 0.36 0.00
1	0.00	[CLS] step into and own your # brilliance . # women ##in ##bi ##z # women ##in ##bus ##iness # success ##s # female ##leader ##s # female ##ent ##re ##pen ##eurs [SEP]	0.00 -0.05 -0.00 0.18 -0.04 -0.51 0.10 -0.61 0.11 -0.02 -0.04 -0.08 -0.04 0.01 -0.02 -0.09 -0.01 -0.09 -0.01 -0.15 -0.37 0.06 -0.19 -0.01 0.12 0.20 -0.16 -0.05 -0.01 0.04 0.04 -0.03 0.00
1	0.10	[CLS] how are you getting your data ? arc ##gis server feeds ? sd ##e ? [SEP]	0.00 -0.69 -0.17 -0.09 0.06 0.27 0.17 -0.33 -0.03 0.05 0.19 0.44 0.04 0.16 0.09 -0.08 0.00
1	0.00	[CLS] i never thought i would say this but i really miss todd [SEP]	0.00 0.07 -0.18 -0.20 -0.25 0.06 -0.14 -0.17 -0.20 0.21 0.12 0.01 -0.84 0.00
0	0.96	[CLS] don ' t be using teeth , ho ##e that ' s childish [SEP]	0.00 0.06 0.06 0.00 -0.02 -0.13 -0.21 0.08 -0.01 0.02 -0.01 -0.01 -0.07 0.96 0.00
0	0.99	[CLS] russia story will in ##fur ##iate trump today . media otherwise would be giving him tongue bath for fall of isis in mo ##sul + al - baghdad ##i death . [SEP]	0.00 -0.03 -0.04 -0.12 -0.07 0.37 -0.19 0.30 -0.07 0.21 -0.02 0.72 -0.04 0.01 0.02 -0.04 0.12 0.01 -0.03 -0.13 -0.05 0.08 0.04 -0.08 0.01 0.06 -0.01 0.01 -0.02 0.13 0.26 0.07 0.00
1	0.01	[CLS] @ elegant ##ly ##was ##ted @ chelsea ##cl ##inton are they the new kennedy ' s of american politics . . sadly both mom and daughter are as charming as a toe nail [SEP]	0.00 0.18 -0.18 -0.05 0.03 0.07 0.00 0.05 -0.06 0.03 -0.11 0.03 -0.04 0.03 -0.06 -0.01 -0.14 -0.07 0.10 -0.04 -0.02 0.15 -0.64 0.06 -0.08 -0.05 -0.13 -0.08 0.05 -0.37 0.12 0.11 0.39 -0.27 0.00
1	0.00	[CLS] a tender , heart ##felt family drama . [SEP]	0.00 -0.63 -0.34 -0.34 -0.32 -0.16 -0.06 0.16 -0.47 0.00
1	0.45	[CLS] # porn , # android , # iphone , # ipad , # sex , # xx ##x , | # close ##up | amateur pussy player mil ##f close up http : / / t . co / 2 ##uh ##l ##7 ##dh ##hu ##1 [SEP]	0.00 0.05 0.78 0.03 0.05 0.09 0.02 0.00 0.14 0.01 0.02 -0.14 0.03 0.05 0.18 -0.04 0.02 -0.02 0.03 -0.00 -0.02 0.03 -0.05 0.03 -0.00 0.11 0.34 0.32 0.06 0.09 0.06 0.18 0.03 -0.05 0.04 0.03 -0.03 -0.02 0.02 0.02 0.00 -0.04 0.00 0.01 0.01 0.02 -0.01 0.00
1	0.35	[CLS] rt @ t _ elm ##ara ##uder : so when the clock hits 12 o ' clock im ##ma need the bad ##des ##t , light ##est , & amp ; brightest ho ##es to be at @ what ##sas ##hir ##t door . give my b & # 82 ##30 ; [SEP]	0.00 -0.37 0.05 -0.03 -0.00 -0.01 -0.03 0.00 -0.15 -0.02 -0.01 -0.04 -0.09 0.06 0.06 -0.05 0.07 -0.04 -0.11 0.09 -0.41 -0.16 -0.30 0.29 -0.02 -0.48 -0.08 0.01 0.08 -0.06 0.04 0.04 0.19 -0.05 0.02 -0.03 0.01 -0.01 0.07 0.01 0.04 -0.09 -0.10 0.23 0.19 0.10 -0.03 -0.05 -0.02 -0.05 -0.02 0.05 0.01 0.00
1	0.00	[CLS] one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals . . . a psychological masterpiece . [SEP]	0.00 -0.41 -0.45 -0.25 0.06 -0.11 -0.06 -0.06 -0.08 -0.14 -0.25 -0.06 -0.13 -0.27 0.07 -0.26 -0.30 -0.09 -0.28 -0.14 -0.05 -0.18 -0.15 0.12 -0.05 -0.07 0.08 0.01 -0.06 0.00
1	0.03	[CLS] i ' m not sure what the most efficient way of doing this is . try both and see which one is faster ? [SEP]	0.00 -0.19 -0.37 -0.25 -0.04 -0.10 -0.10 -0.11 -0.05 0.07 -0.10 -0.19 -0.09 -0.08 -0.25 -0.04 -0.19 -0.03 -0.08 -0.18 0.14 0.00 0.48 0.52 -0.02 0.00
1	0.02	[CLS] over 4 million acres to live , there ' s no reason # idaho residents should # fear # wolves . # help prevent them from becoming # endangered again . [SEP]	0.00 -0.32 -0.12 -0.21 -0.19 0.01 -0.22 0.08 -0.18 -0.05 -0.11 -0.09 -0.16 -0.11 0.34 -0.08 -0.19 -0.06 0.32 -0.15 -0.33 -0.12 0.13 -0.08 -0.39 0.00 -0.07 -0.08 -0.17 -0.16 0.11 -0.08 0.00
1	0.04	[CLS] thanks for your edit ##s to the le ##ms article a couple of days back . any hope of you reviewing it for ga ##c ? [SEP]	0.00 -0.48 -0.18 -0.13 0.26 -0.00 0.02 -0.01 0.02 -0.02 0.59 -0.05 -0.06 -0.08 0.06 0.02 -0.08 -0.04 -0.26 -0.14 -0.21 0.01 -0.05 0.07 0.34 0.11 0.15 0.00
1	0.00	[CLS] sending love & amp ; prayers to the families of @ us ##mc marines lost in the c - 130 crash in mississippi . may our lord help aba ##te the grief and sorrow [SEP]	0.00 -0.02 -0.49 0.02 0.01 0.13 0.07 -0.03 -0.07 -0.11 -0.10 0.02 -0.12 -0.08 -0.07 -0.10 -0.11 -0.20 -0.16 -0.16 -0.27 -0.06 -0.10 0.07 -0.11 -0.15 -0.23 -0.11 -0.28 -0.18 0.03 0.00 0.12 0.50 -0.09 0.00
1	0.47	[CLS] & # 82 ##20 ; @ freak ##ya ##band ##oned : mental asylum in dallas texas , 1980 ' s . http : / / t . co / 03 ##s ##8 ##des ##ez ##q & # 82 ##21 ; should i go find this ho ##e ? [SEP]	0.00 -0.03 0.01 -0.02 -0.00 0.08 -0.02 0.07 -0.04 0.02 0.10 0.11 -0.58 0.11 0.01 0.03 0.00 -0.03 0.26 0.01 -0.06 0.02 0.12 0.05 0.04 0.04 -0.02 0.14 -0.03 0.03 0.04 0.04 0.01 -0.00 -0.04 -0.04 -0.01 0.03 0.00 0.02 -0.02 0.53 0.08 0.08 0.10 -0.05 0.13 0.41 0.07 0.00
1	0.01	[CLS] the fly - on - the - wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the doc ##u - makers being a visible part of their work . [SEP]	0.00 -0.49 0.31 -0.03 0.13 -0.06 0.01 -0.04 -0.03 0.07 -0.02 -0.05 -0.22 -0.12 0.15 -0.07 -0.05 -0.15 -0.06 -0.61 0.07 -0.09 -0.10 0.03 -0.01 -0.02 -0.04 -0.09 -0.06 -0.04 -0.04 0.01 -0.03 0.02 0.05 0.12 -0.01 0.06 0.15 0.11 -0.20 0.00
1	0.02	[CLS] # worry , # doubt , # fear and # despair are the enemies which slowly bring us down to the ground and turn us to dust before we die . [SEP]	0.00 -0.54 0.01 0.10 -0.00 -0.11 0.03 -0.04 -0.28 -0.31 -0.09 0.07 -0.32 -0.17 0.31 0.07 -0.07 -0.15 -0.04 0.07 -0.03 -0.09 -0.20 -0.05 -0.04 -0.11 -0.06 0.28 0.16 0.17 0.17 0.01 0.00
1	0.01	[CLS] tip ##oft ##hed ##ay : do not be distracted by the ones who accuse you for doing what is right for his mission for you . continue living and pleasing him [SEP]	0.00 -0.33 0.05 -0.03 -0.04 -0.06 0.03 0.09 0.04 0.09 -0.08 -0.06 -0.03 0.04 -0.52 0.07 -0.10 -0.27 -0.06 -0.26 -0.12 0.03 0.09 -0.17 0.13 0.07 0.04 -0.48 0.32 0.07 -0.09 -0.00 0.00
1	0.02	[CLS] shame the cash ##back @ mb ##na @ am ##ex ##uk credit card comes to an end . i used to look forward to that end of year bonus . sad really . # cash ##back [SEP]	0.00 0.46 0.01 -0.09 0.06 -0.00 0.03 -0.01 0.02 -0.00 0.02 -0.01 0.05 0.02 -0.07 0.02 -0.01 -0.01 0.10 0.12 0.06 0.07 -0.10 -0.25 0.01 -0.04 0.00 -0.02 -0.07 -0.06 0.18 -0.76 0.01 0.13 0.04 0.02 -0.11 0.00
1	0.44	[CLS] vote down ? would you care to explain why ? [SEP]	0.00 0.95 0.23 -0.12 -0.08 0.00 0.03 0.11 0.02 0.03 0.08 0.00
0	0.73	[CLS] @ bill ##mo ##yer ##sh ##q elderly belong w / family ; our social system is broken . this e ##gre ##gio ##us ' mean ##care ' will shake it up , ala ##s . [SEP]	0.00 -0.01 0.06 0.01 0.03 0.03 0.03 0.17 -0.05 0.11 0.27 -0.04 -0.08 -0.10 0.24 0.10 0.05 -0.63 0.19 -0.01 0.02 0.03 0.15 0.05 -0.00 0.23 -0.09 -0.12 -0.12 -0.28 -0.00 -0.02 0.04 -0.20 0.34 -0.00 0.00
0	0.75	[CLS] @ black ##ner ##d ##jad ##e : ok , sis . she ' d rather be a broke bitch ? * shrugs * she ' ll have to tell me how it works for her [SEP]	0.00 0.17 0.03 0.01 -0.01 0.01 0.04 -0.22 0.01 0.18 0.01 0.26 -0.08 0.01 -0.17 0.12 -0.24 -0.13 -0.40 -0.28 0.25 0.01 0.41 -0.16 -0.07 0.01 -0.27 0.04 -0.00 -0.04 0.05 0.08 0.13 -0.23 0.15 -0.13 0.00
1	0.00	[CLS] james ##ss ##ss ##s good bye my dear , it ' s been a pleasure having you [SEP]	0.00 -0.28 0.29 -0.15 -0.12 -0.34 -0.11 -0.24 -0.26 -0.10 -0.28 -0.17 -0.37 0.13 -0.35 0.34 0.22 0.03 0.00
0	1.00	[CLS] # rebels ##cie ##nce . . . . . . its about sharing # w ##had ##du ##p & gt ; # clouds . it not about hog ##ging the # wind ##tur ##bine ##s like a fuck ##in ' gas ##bag son of a bitch . . . . . [SEP]	0.00 -0.10 -0.11 0.10 0.07 0.02 0.03 0.04 0.04 0.03 -0.00 -0.10 -0.03 0.03 -0.07 -0.09 0.02 -0.03 0.04 -0.09 -0.02 -0.03 -0.01 -0.01 -0.12 -0.11 0.07 -0.11 0.02 0.00 -0.12 0.01 -0.01 0.01 0.07 0.01 -0.06 -0.14 0.79 0.04 -0.01 0.02 0.14 -0.08 -0.07 -0.04 0.25 -0.01 0.07 0.18 0.17 0.20 0.00
1	0.26	[CLS] god this match is dull # wimbledon [SEP]	0.00 0.26 -0.10 -0.24 -0.02 -0.85 0.36 -0.14 0.00
1	0.02	[CLS] this illuminating documentary trans ##cend ##s our pre ##con ##ce ##ive ##d vision of the holy land and its inhabitants , revealing the human complex ##ities beneath . [SEP]	0.00 -0.80 -0.24 -0.06 -0.10 0.01 0.18 -0.30 -0.09 -0.01 -0.04 -0.06 -0.03 -0.16 -0.04 -0.08 -0.08 0.10 0.04 -0.14 0.14 0.07 -0.03 0.03 -0.09 0.14 0.07 0.06 0.12 0.00
0	0.79	[CLS] an api is not at fault if they allow requests to take place more than 30 time in 5 seconds , right ? or do we need to build th ##rot ##tling into our api ? [SEP]	0.00 -0.05 -0.08 -0.09 0.02 -0.14 0.94 -0.05 -0.00 -0.05 0.10 -0.02 -0.02 0.00 -0.01 0.00 0.03 0.04 0.02 0.01 0.08 0.13 -0.13 -0.01 -0.07 -0.02 -0.07 -0.03 0.01 0.04 -0.01 0.01 0.02 0.04 0.01 0.03 -0.09 0.00
1	0.02	[CLS] the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan ' s madness . [SEP]	0.00 -0.08 0.03 -0.20 -0.05 -0.02 -0.06 -0.01 -0.02 -0.01 -0.05 -0.07 -0.12 -0.05 -0.06 -0.17 0.04 -0.77 0.08 -0.08 -0.27 -0.06 -0.02 -0.09 -0.09 -0.05 0.04 -0.09 -0.03 0.02 -0.08 -0.07 0.01 -0.04 -0.15 -0.37 -0.09 0.00
1	0.29	[CLS] # porn , # android , # iphone , # ipad , # sex , # xx ##x , | # hairy | hairy pussy http : / / t . co / 9 ##do ##ib ##sk ##t ##17 [SEP]	0.00 -0.00 0.96 0.02 0.02 0.04 -0.00 -0.01 0.06 -0.00 -0.02 -0.03 0.03 0.04 0.05 -0.05 0.01 -0.04 0.03 -0.00 -0.02 0.02 -0.10 0.04 -0.11 0.07 0.11 0.02 0.03 0.03 0.00 -0.02 0.01 -0.01 -0.03 -0.01 0.00 -0.01 -0.01 0.09 0.00
1	0.01	[CLS] a programmers wisdom is understanding the difference between getting program to run and having a run ##nable program . # puppy [SEP]	0.00 -0.93 0.12 -0.05 -0.15 0.05 -0.04 0.06 0.08 0.02 -0.04 -0.05 -0.00 0.02 0.03 -0.07 -0.09 0.06 0.00 0.17 0.03 -0.13 0.00
1	0.01	[CLS] @ alejandro _ bi ##hh ##h @ cap ##oda ##ass ##hole lo ##l cause these ho ##es love me [SEP]	0.00 0.14 -0.22 0.09 0.01 0.06 0.04 0.19 0.06 -0.15 -0.03 0.02 0.02 0.06 0.22 0.01 -0.00 0.41 -0.75 0.26 0.00
0	0.89	[CLS] dan ##nie you ' re a terrible influence , piercing time [SEP]	0.00 -0.16 0.08 0.06 -0.11 -0.04 -0.13 -0.12 -0.87 0.28 -0.28 0.10 0.00
1	0.00	[CLS] @ rick ##hoff ##man _ and we are all so grateful for your per ##se ##verance ! happy anniversary twin ! [SEP]	0.00 -0.11 -0.11 -0.16 0.17 -0.16 -0.07 0.03 -0.17 -0.01 0.02 -0.05 -0.04 -0.13 0.06 -0.03 -0.02 -0.17 -0.19 -0.47 0.73 0.13 0.00
1	0.35	[CLS] a lack ##lus ##ter , une ##ssen ##tial sequel to the classic disney adaptation of j . m . barrie ' s peter pan . [SEP]	0.00 -0.38 0.37 0.47 -0.28 -0.06 0.11 0.14 -0.14 0.05 0.06 -0.02 0.12 0.54 0.05 0.04 0.04 0.03 0.01 0.03 -0.02 -0.01 0.08 0.09 0.17 0.01 0.00
0	0.95	[CLS] @ bbc ##break ##ing i have some mist ##rus ##t of the medical profession . the cover up was more important than the patients . [SEP]	0.00 -0.39 0.13 0.24 0.05 0.42 0.22 0.03 -0.26 0.23 -0.33 0.12 0.05 0.20 0.09 0.05 0.00 0.06 0.32 -0.03 0.04 0.33 -0.00 -0.01 0.04 0.16 0.00
1	0.01	[CLS] 4 hours . 4 , 189 words . 1 story . # am ##writing # horror # publish ##or ##per ##ish [SEP]	0.00 -0.21 0.07 0.07 -0.09 0.04 -0.02 0.09 0.14 -0.14 -0.20 0.08 0.23 -0.23 -0.20 0.31 -0.25 0.21 -0.66 -0.08 0.18 0.13 0.00
1	0.48	[CLS] @ ale ##of ##ati ##me it would be shocking , but it ' s simply evidence of another entity entering a market assuming cash alone wins the game . [SEP]	0.00 0.51 -0.14 -0.08 -0.01 0.04 -0.08 -0.01 -0.07 -0.31 0.06 -0.07 0.11 0.04 -0.11 0.55 -0.07 0.04 -0.15 0.11 -0.21 -0.05 -0.10 -0.33 0.05 0.15 0.12 0.03 -0.06 0.09 0.00
1	0.00	[CLS] a strangely compelling and brilliant ##ly acted psychological drama . [SEP]	0.00 -0.94 0.05 0.02 -0.12 -0.20 -0.04 0.04 -0.09 -0.08 -0.21 0.00
0	0.86	[CLS] he has hi ##ckey ##s on him an its like yeah bitch ##es that ' s mine and he ' s like not even trying to hide them . makes me feel good about life . [SEP]	0.00 -0.01 -0.02 -0.05 -0.03 -0.03 0.00 0.02 -0.06 0.08 0.02 -0.22 0.92 0.22 -0.02 0.02 0.00 0.00 0.02 -0.03 -0.01 -0.00 -0.04 0.02 -0.01 0.02 0.01 -0.07 0.05 -0.03 0.10 -0.10 -0.06 0.08 0.05 0.02 -0.03 0.00
1	0.02	[CLS] @ ff ##ig ##ure ##fb ##ust how so ? i ' ve been thinking of getting it done and now you ' ve given me a fright ##en . [SEP]	0.00 -0.50 0.09 0.03 -0.12 -0.10 -0.17 -0.16 0.05 -0.05 0.09 -0.03 -0.12 0.03 0.05 -0.10 -0.12 -0.03 -0.41 -0.14 -0.07 0.11 0.01 -0.13 0.00 -0.14 0.03 0.51 -0.19 -0.25 0.00
1	0.02	[CLS] @ sv ##ante - i ' m fine with that ! care to give any feedback on what i should be using ? [SEP]	0.00 0.20 -0.05 -0.11 0.08 -0.05 -0.18 -0.12 -0.61 -0.20 -0.09 0.08 -0.40 0.11 -0.09 -0.39 -0.20 -0.07 0.01 0.03 -0.03 0.05 -0.25 0.10 0.00
1	0.43	[CLS] but pussy is the root of all drama an attribute put up in they head by they mama . [SEP]	0.00 -0.13 0.51 -0.35 -0.12 -0.16 -0.01 0.09 0.22 -0.02 -0.43 0.13 0.49 0.07 -0.04 -0.13 -0.04 -0.01 0.14 0.11 0.00
1	0.00	[CLS] the me ##sm ##eri ##zing performances of the leads keep the film grounded and keep the audience ri ##vet ##ed . [SEP]	0.00 -0.31 -0.26 -0.09 -0.20 -0.16 -0.18 -0.18 -0.03 -0.02 -0.16 -0.10 0.03 -0.02 -0.13 -0.13 -0.09 -0.34 -0.21 0.12 0.50 0.44 0.00
0	0.76	[CLS] @ next ##off ##icia ##l placed order for nearly a grand six weeks ago , called yesterday , order ' missing ' and no call back today ! # shocking [SEP]	0.00 0.06 -0.07 -0.03 -0.04 0.02 -0.06 -0.04 0.02 0.02 -0.01 -0.13 0.06 0.10 0.00 -0.01 -0.04 -0.03 0.02 -0.07 -0.01 0.04 -0.02 0.01 -0.02 0.07 0.03 0.14 -0.07 0.08 -0.95 0.00
1	0.15	[CLS] part ##way through watching this sac ##cha ##rine , easter - egg - colored con ##co ##ction , you realize that it is made up of three episodes of a rejected tv show . [SEP]	0.00 -0.03 -0.04 0.01 -0.09 -0.01 -0.04 -0.01 -0.03 0.03 0.06 0.00 -0.05 -0.02 -0.01 -0.01 0.02 0.04 0.04 0.05 0.07 0.01 -0.01 -0.04 -0.03 0.03 -0.01 -0.03 -0.06 -0.07 -0.15 0.89 0.38 0.03 0.08 0.00
1	0.00	[CLS] the wild thorn ##berry ##s movie is a jolly surprise . [SEP]	0.00 -0.78 -0.15 -0.04 0.15 -0.05 -0.24 -0.42 0.05 0.01 -0.28 -0.14 0.00
0	1.00	[CLS] @ steve ##ba ##ker ##h ##w when it comes to credible scare stories george os ##bourne is crap , still at it i see . [SEP]	0.00 0.26 -0.10 0.04 0.42 0.02 -0.01 0.01 -0.04 -0.09 -0.03 0.00 -0.01 -0.02 -0.10 -0.13 -0.05 -0.41 0.26 0.01 -0.03 -0.15 0.11 0.50 0.42 -0.05 0.00
